Fire Size,Fire Size Class,Cause Stat,Lat,Lng,State,Reported Date,Resolved Date,Days to Resolve
3966.0,F,Lightning,33.32111111,-110.8725,AZ,2011-08-17,2011-10-14,58 days
5460.0,G,Lightning,33.835,-111.0102778,AZ,2011-08-20,2011-10-19,60 days
3980.0,F,Lightning,33.4,-111.15,AZ,2011-08-28,2011-10-14,47 days
5125.0,G,Lightning,41.60083333,-117.5163889,NV,2011-09-30,2011-10-14,14 days
13261.0,G,Lightning,46.23444444,-113.8997222,MT,2011-08-28,2011-10-15,48 days
4537.0,F,Lightning,45.53382,-106.68515,MT,2011-08-22,2011-11-28,98 days
18970.0,G,Lightning,45.6819,-106.887,MT,2011-08-22,2011-11-28,98 days
8832.0,G,Lightning,33.072933,-110.376683,AZ,2011-06-26,2011-07-31,35 days
24524.8,G,Lightning,65.5558,-154.5925,AK,2011-05-25,2011-06-19,25 days
7086.0,G,Lightning,65.58,-154.9636,AK,2011-05-25,2011-07-04,40 days
54217.0,G,Lightning,64.12,-144.88,AK,2011-05-26,2011-08-10,76 days
31600.0,G,Lightning,65.8592,-160.255,AK,2011-05-26,2011-06-10,15 days
7717.0,G,Lightning,65.5169,-148.265,AK,2011-05-29,2011-07-07,39 days
26201.3,G,Lightning,64.5764,-151.9908,AK,2011-05-29,2011-09-30,124 days
3051.0,F,Lightning,64.6367,-152.29,AK,2011-05-30,2011-07-07,38 days
3268.0,F,Lightning,65.2189,-148.4594,AK,2011-05-30,2011-07-21,52 days
8817.5,G,Lightning,64.7281,-151.9208,AK,2011-05-31,2011-09-30,122 days
8593.0,G,Lightning,64.6197,-147.8647,AK,2011-07-09,2011-10-31,114 days
17188.0,G,Lightning,36.550597,-113.808197,AZ,2011-07-09,2011-07-19,10 days
4406.0,F,Lightning,36.8975,-113.633597,AZ,2011-08-26,2011-09-03,8 days
25577.0,G,Lightning,35.1139,-118.1667,CA,2011-09-10,2011-09-16,6 days
67061.0,G,Lightning,42.6629,-115.9073,ID,2011-08-14,2011-08-18,4 days
6673.0,G,Lightning,42.950614,-113.545667,ID,2011-08-21,2011-08-23,2 days
10527.0,G,Lightning,43.364,-116.12893,ID,2011-08-15,2011-08-16,1 days
39577.0,G,Lightning,43.07248,-115.2981,ID,2011-08-14,2011-08-20,6 days
17382.0,G,Lightning,42.8622,-115.1208,ID,2011-08-04,2011-08-07,3 days
21604.0,G,Lightning,42.76253,-115.39086,ID,2011-10-01,2011-10-03,2 days
10394.0,G,Lightning,42.8553,-115.7122,ID,2011-10-01,2011-10-03,2 days
6963.0,G,Lightning,42.99233,-114.8833,ID,2011-08-04,2011-08-09,5 days
13131.0,G,Lightning,42.8683,-114.5272,ID,2011-08-04,2011-08-08,4 days
10714.8,G,Lightning,45.2633,-105.8117,MT,2011-08-22,2011-09-08,17 days
5481.8,G,Lightning,45.7678,-106.0681,MT,2011-08-22,2011-09-08,17 days
4254.0,F,Lightning,32.6456,-105.3261,NM,2011-06-02,2011-06-20,18 days
8157.0,G,Lightning,32.1994,-104.5836,NM,2011-06-05,2011-06-12,7 days
7528.0,G,Lightning,32.3494,-104.5067,NM,2011-08-07,2011-08-26,19 days
18199.0,G,Lightning,33.0481,-104.8883,NM,2011-05-06,2011-05-17,11 days
9428.0,G,Lightning,33.0714,-105.2633,NM,2011-08-02,2011-08-08,6 days
35165.0,G,Lightning,33.2217,-105.0014,NM,2011-08-07,2011-08-20,13 days
7017.0,G,Lightning,33.1325,-105.0767,NM,2011-08-18,2011-08-29,11 days
6641.3,G,Lightning,40.825,-116.0075,NV,2011-08-04,2011-08-07,3 days
4846.0,F,Lightning,41.7019,-115.0128,NV,2011-08-14,2011-08-18,4 days
42156.7,G,Lightning,41.0469,-116.9767,NV,2011-09-30,2011-10-17,17 days
110826.7,G,Lightning,40.9486,-116.2353,NV,2011-09-30,2011-10-12,12 days
48671.9,G,Lightning,40.7872,-116.3664,NV,2011-09-30,2011-10-17,17 days
3319.0,F,Lightning,39.7406,-119.2686,NV,2011-07-29,2011-08-02,4 days
6074.8,G,Lightning,41.4917,-117.2542,NV,2011-08-07,2011-08-11,4 days
33793.8,G,Lightning,41.2119,-117.4497,NV,2011-09-30,2011-10-05,5 days
34484.7,G,Lightning,41.0967,-117.41,NV,2011-09-30,2011-10-04,4 days
18617.6,G,Lightning,41.135,-117.7267,NV,2011-09-30,2011-10-04,4 days
11606.0,G,Lightning,41.2944,-117.2903,NV,2011-10-01,2011-10-05,4 days
6534.0,G,Lightning,43.097,-118.235397,OR,2011-08-25,2011-09-15,21 days
5249.0,G,Lightning,42.5572,-119.0503,OR,2011-10-01,2011-10-02,1 days
6140.0,G,Lightning,43.4714,-120.9592,OR,2011-09-08,2011-10-07,29 days
3384.0,F,Lightning,44.8578,-120.8703,OR,2011-08-01,2011-08-15,14 days
9000.0,G,Lightning,44.74238,-120.95978999999998,OR,2011-08-01,2011-08-09,8 days
11000.0,G,Lightning,45.0317,-120.4108,OR,2011-08-24,2011-09-15,22 days
4586.0,F,Lightning,44.9158,-120.473,OR,2011-08-24,2011-09-15,22 days
7335.0,G,Lightning,44.9314,-120.43,OR,2011-08-24,2011-09-15,22 days
8600.0,G,Lightning,44.8878,-120.4536,OR,2011-08-24,2011-09-15,22 days
5400.0,G,Lightning,44.8586,-120.4736,OR,2011-08-24,2011-09-15,22 days
6430.0,G,Lightning,45.0183,-120.4717,OR,2011-08-28,2011-09-15,18 days
51384.0,G,Lightning,45.0369,-121.0789,OR,2011-08-24,2011-10-17,54 days
6187.0,G,Lightning,42.966591,-117.75979,OR,2011-07-31,2011-08-03,3 days
13299.0,G,Lightning,43.065294,-117.513231,OR,2011-08-06,2011-08-12,6 days
4304.0,F,Lightning,42.351875,-117.22069,OR,2011-08-24,2011-08-29,5 days
8455.0,G,Lightning,38.1108,-113.1581,UT,2011-08-05,2011-08-13,8 days
5916.0,G,Lightning,41.8286,-112.8653,UT,2011-08-20,2011-08-22,2 days
4900.0,F,Lightning,41.4933,-112.555,UT,2011-08-31,2011-09-02,2 days
4212.0,F,Lightning,44.49828,-105.43919,WY,2011-08-22,2011-08-31,9 days
14484.0,G,Lightning,41.95177,-105.26299,WY,2011-08-21,2011-08-30,9 days
7462.0,G,Lightning,43.7146,-104.089797,WY,2011-07-18,2011-08-09,22 days
4144.0,F,Lightning,36.217194,-112.235,AZ,2011-07-04,2011-11-05,124 days
9795.0,G,Lightning,35.9894,-113.9639,AZ,2011-08-03,2011-08-07,4 days
6000.0,G,Lightning,36.9986,-104.2592,CO,2011-05-31,2011-06-05,5 days
4800.0,F,Lightning,34.6497,-97.1258,OK,2011-07-13,2011-07-18,5 days
3200.0,F,Lightning,35.83328,-101.33555,TX,2011-08-01,2011-08-03,2 days
38131.0,G,Lightning,25.9728,-81.0714,FL,2011-04-26,2011-05-20,24 days
3149.0,F,Lightning,26.0017,-81.2361,FL,2011-06-13,2011-06-20,7 days
5878.0,G,Lightning,26.2425,-81.2236,FL,2011-06-13,2011-06-25,12 days
68295.0,G,Lightning,25.8019,-80.4694,FL,2011-06-06,2011-06-15,9 days
10423.0,G,Lightning,25.7333,-80.5333,FL,2011-08-01,2011-08-08,7 days
7491.0,G,Lightning,25.7094,-80.6286,FL,2011-08-23,2011-08-25,2 days
6700.0,G,Lightning,33.04944444,-105.1077778,NM,2011-08-08,2011-08-26,18 days
5584.0,G,Lightning,33.39305556,-105.0811111,NM,2011-06-01,2011-06-05,4 days
3700.0,F,Lightning,26.095,-81.44305556,FL,2011-05-12,2011-05-16,4 days
7000.0,G,Lightning,26.91777778,-80.48333333,FL,2011-06-03,2011-07-01,28 days
45294.0,G,Lightning,35.597221000000005,-75.800312,NC,2011-05-05,2011-08-22,109 days
6574.0,G,Lightning,36.57777778,-76.50055556,VA,2011-08-04,2011-10-14,71 days
309200.0,G,Lightning,30.72972,-82.36861,GA,2011-04-29,2011-12-22,237 days
6174.0,G,Lightning,29.92861111,-93.47416667,LA,2011-07-02,2011-07-14,12 days
5820.0,G,Lightning,29.83472222,-93.5125,LA,2011-07-09,2011-07-15,6 days
3175.1,F,Lightning,27.6358,-81.0222,FL,2011-05-29,2011-05-31,2 days
3175.0,F,Lightning,29.2141,-82.6152,FL,2011-04-26,2011-06-27,62 days
3703.0,F,Lightning,30.72553883,-82.44673329,GA,2011-06-15,2011-06-15,0 days
5136.0,G,Lightning,29.5446,-81.3683,FL,2011-05-30,2011-07-13,44 days
7000.0,G,Lightning,26.3257,-80.547,FL,2011-08-18,2011-08-22,4 days
3701.0,F,Lightning,29.3739,-81.5321,FL,2011-04-30,2011-06-01,32 days
5679.0,G,Lightning,29.8138,-82.1218,FL,2011-06-08,2011-07-14,36 days
3480.0,F,Lightning,34.69783,-104.16199,NM,2011-07-10,2011-07-10,0 days
11507.0,G,Lightning,35.72013,-103.36203,NM,2011-07-09,2011-07-10,1 days
101562.0,G,Lightning,33.300667,-105.237056,NM,2011-06-28,2011-07-15,17 days
3200.0,F,Lightning,34.3773,-104.09338,NM,2011-08-10,2011-08-10,0 days
3500.0,F,Lightning,34.088,-103.92,NM,2011-07-30,2011-07-30,0 days
4500.0,F,Lightning,37.7025,-103.351667,CO,2011-06-03,2011-06-05,2 days
13312.0,G,Lightning,37.472222,-103.468611,CO,2011-06-07,2011-08-24,78 days
5438.0,G,Lightning,34.843611,-78.71972199999999,NC,2011-06-20,2011-08-17,58 days
31140.0,G,Lightning,34.544444,-77.673056,NC,2011-06-19,2011-08-31,73 days
35583.0,G,Lightning,37.566667,-103.8375,CO,2011-06-05,2011-06-21,16 days
5500.0,G,Lightning,32.1851667,-102.75,TX,2011-04-06,2011-04-07,1 days
3200.0,F,Lightning,31.96543333,-101.77255,TX,2011-04-07,2011-04-07,0 days
126734.0,G,Lightning,32.82916119,-98.48091254,TX,2011-04-09,2011-05-04,25 days
158308.0,G,Lightning,31.80032466,-100.6141727,TX,2011-04-10,2011-04-30,20 days
12659.0,G,Lightning,31.49435155,-100.6704016,TX,2011-04-10,2011-04-20,10 days
162625.0,G,Lightning,32.98708333,-100.81845,TX,2011-04-11,2011-04-21,10 days
63427.0,G,Lightning,30.77548508,-101.9760499,TX,2011-04-11,2011-04-15,4 days
83995.0,G,Lightning,30.23763124,-102.9761301,TX,2011-05-07,2011-05-15,8 days
87401.0,G,Lightning,30.44812428,-103.1628276,TX,2011-05-09,2011-05-19,10 days
29200.0,G,Lightning,34.05118333,-100.5014667,TX,2011-06-11,2011-06-15,4 days
8000.0,G,Lightning,30.7303,-102.326,TX,2011-06-18,2011-06-19,1 days
3500.0,F,Lightning,30.22767436,-102.6261148,TX,2011-06-19,2011-06-20,1 days
4300.0,F,Lightning,31.68327791,-100.6053497,TX,2011-06-19,2011-06-24,5 days
3212.0,F,Lightning,30.30666667,-101.5683333,TX,2011-06-19,2011-06-25,6 days
5721.0,G,Lightning,34.09071481,-102.5873391,TX,2011-06-28,2011-06-29,1 days
5000.0,G,Lightning,32.15053257,-101.3484869,TX,2011-07-12,2011-07-13,1 days
3443.0,F,Lightning,31.14509014,-104.4271066,TX,2011-08-07,2011-08-08,1 days
3435.0,F,Lightning,29.98064565,-104.273684,TX,2011-08-07,2011-08-08,1 days
5500.0,G,Lightning,34.554215,-100.957146,TX,2011-08-31,2011-09-04,4 days
19960.0,G,Lightning,30.27001667,-95.8179,TX,2011-09-05,2011-09-15,10 days
3700.0,F,Lightning,34.19933333,-99.91516667,TX,2011-09-20,2011-09-27,7 days
25213.0,G,Lightning,35.395278000000005,-118.64,CA,2011-09-10,2011-09-17,7 days
5157.0,G,Lightning,45.66861111,-111.9577778,MT,2012-06-24,2012-07-08,14 days
4740.0,F,Lightning,45.80555556,-114.58,ID,2012-08-23,2012-10-22,60 days
7863.0,G,Lightning,45.54472222,-114.9611111,ID,2012-08-11,2012-09-05,25 days
6108.0,G,Lightning,45.58,-114.8897222,ID,2012-08-09,2012-09-15,37 days
3570.0,F,Lightning,45.84777778,-114.6466667,ID,2012-08-11,2012-10-22,72 days
5927.0,G,Lightning,46.22861111,-114.3072222,MT,2012-08-30,2012-10-29,60 days
17473.0,G,Lightning,46.31861111,-114.6511111,ID,2012-08-08,2012-10-26,79 days
19704.0,G,Lightning,46.39944444,-114.9394444,ID,2012-08-08,2012-10-26,79 days
25873.0,G,Lightning,46.42611111,-114.5063889,ID,2012-07-28,2012-10-26,90 days
62111.0,G,Lightning,45.2425,-106.0525,MT,2012-07-03,2012-07-27,24 days
4186.0,F,Lightning,47.54055556,-113.1588889,MT,2012-07-30,2012-10-25,87 days
4556.0,F,Lightning,47.38083333,-112.9436111,MT,2012-07-29,2012-10-25,88 days
4033.0,F,Lightning,47.34472222,-112.9444444,MT,2012-07-31,2012-11-01,93 days
5500.0,G,Lightning,47.60083333,-113.6677778,MT,2012-07-28,2012-10-25,89 days
5011.0,G,Lightning,47.80055556,-113.1838889,MT,2012-09-10,2012-10-25,45 days
10515.0,G,Lightning,45.40055556,-111.1033333,MT,2012-08-28,2012-11-01,65 days
17319.0,G,Lightning,47.40638889,-112.8688889,MT,2012-07-12,2012-11-01,112 days
3660.0,F,Lightning,45.74472222,-115.0027778,ID,2012-08-08,2012-09-08,31 days
5221.0,G,Lightning,45.96916667,-115.00083329999998,ID,2012-08-13,2012-10-25,73 days
15569.0,G,Lightning,46.06083333,-114.7330556,ID,2012-07-28,2012-10-25,89 days
8708.0,G,Lightning,46.15083333,-114.9330556,ID,2012-08-08,2012-10-25,78 days
43577.0,G,Lightning,45.59444444,-115.5511111,ID,2012-08-28,2012-10-29,62 days
3250.0,F,Lightning,46.185,-115.1675,ID,2012-07-21,2012-10-25,96 days
23700.0,G,Lightning,45.6925,-115.0336111,ID,2012-08-08,2012-10-29,82 days
3317.1,F,Lightning,47.43888889,-103.8766667,ND,2012-08-24,2012-08-25,1 days
8189.0,G,Lightning,44.43277778,-106.9591667,WY,2012-08-14,2012-10-17,64 days
8333.51,G,Lightning,42.19055556,-105.37555559999998,WY,2012-06-04,2012-06-13,9 days
4905.41,F,Lightning,42.495,-105.8797222,WY,2012-06-17,2012-06-29,12 days
98115.0,G,Lightning,42.20083333,-105.4902778,WY,2012-06-27,2012-09-21,86 days
9882.0,G,Lightning,43.33222222,-103.0636111,SD,2012-04-24,2012-04-26,2 days
29730.0,G,Lightning,42.77972222,-103.6008333,NE,2012-08-28,2012-10-01,34 days
4300.0,F,Lightning,43.37138889,-104.025,SD,2012-07-21,2012-07-25,4 days
56471.0,G,Lightning,42.62444444,-103.2533333,NE,2012-08-28,2012-10-01,34 days
87275.0,G,Lightning,40.58944444,-105.4036111,CO,2012-06-09,2012-06-30,21 days
24931.0,G,Lightning,37.4025,-107.2433333,CO,2012-05-14,2012-08-30,108 days
45877.0,G,Lightning,43.07305556,-109.4436111,WY,2012-08-09,2012-12-10,123 days
8716.0,G,Lightning,34.71777778,-111.1302778,AZ,2012-06-29,2012-08-01,33 days
18300.0,G,Lightning,32.56388889,-109.8683333,AZ,2012-06-28,2012-07-02,4 days
7474.0,G,Lightning,32.22694444,-110.465,AZ,2012-06-16,2012-06-25,9 days
40000.0,G,Lightning,33.41972222,-105.8297222,NM,2012-06-04,2012-07-30,56 days
7287.0,G,Lightning,32.16861111,-104.6625,NM,2012-06-29,2012-07-11,12 days
5305.0,G,Lightning,34.06583333,-112.0463889,AZ,2012-07-11,2012-07-12,1 days
6493.0,G,Lightning,43.87972222,-110.0241667,WY,2012-07-03,2012-10-04,93 days
48986.0,G,Lightning,39.49861111,-111.1761111,UT,2012-06-26,2012-08-02,37 days
16010.0,G,Lightning,45.10638889,-116.5052778,ID,2012-09-09,2012-10-25,46 days
52008.0,G,Lightning,45.47138889,-114.7616667,ID,2012-08-12,2012-08-14,2 days
181948.0,G,Lightning,44.42972222,-115.1722222,ID,2012-07-27,2012-10-24,89 days
275960.0,G,Lightning,45.425,-114.59,ID,2012-07-30,2012-11-05,98 days
7863.0,G,Lightning,44.65333333,-114.87,ID,2012-08-09,2012-10-15,67 days
88909.0,G,Lightning,42.2775,-114.06,ID,2012-08-05,2012-08-23,18 days
5441.0,G,Lightning,42.07166667,-113.1591667,ID,2012-08-06,2012-08-08,2 days
11822.04,G,Lightning,41.84972222,-115.97,NV,2012-08-08,2012-08-20,12 days
12046.0,G,Lightning,39.29972222,-114.84194440000002,NV,2012-06-17,2012-07-04,17 days
22283.0,G,Lightning,41.88611111,-123.2519444,CA,2012-08-05,2012-10-01,57 days
41983.0,G,Lightning,39.86611111,-123.1291667,CA,2012-08-18,2012-10-16,59 days
46011.0,G,Lightning,41.0,-122.03333329999998,CA,2012-08-18,2012-09-15,28 days
26795.0,G,Lightning,44.175,-121.6952778,OR,2012-09-09,2012-10-17,38 days
92977.0,G,Lightning,42.11166667,-120.8013889,OR,2012-08-06,2012-09-17,42 days
20296.0,G,Lightning,46.13583333,-121.5508333,WA,2012-09-09,2012-10-25,46 days
73582.0,G,Lightning,45.98638889,-116.9283333,OR,2012-08-20,2012-11-05,77 days
6169.0,G,Lightning,48.17777778,-120.135,WA,2012-09-09,2012-11-01,53 days
14164.11,G,Lightning,47.74055556,-120.2452778,WA,2012-09-09,2012-10-22,43 days
43874.0,G,Lightning,47.24083333,-120.5663889,WA,2012-09-15,2012-10-20,35 days
19314.0,G,Lightning,47.36805556,-120.4652778,WA,2012-09-08,2012-10-13,35 days
7548.0,G,Lightning,47.44527778,-120.4416667,WA,2012-09-08,2012-10-13,35 days
5962.0,G,Lightning,47.45527778,-120.5152778,WA,2012-09-08,2012-10-13,35 days
34936.0,G,Lightning,30.45194444,-82.45666667,FL,2012-04-05,2012-09-05,153 days
3894.1,F,Lightning,67.85,-160.1333,AK,2012-07-06,2012-08-05,30 days
49305.3,G,Lightning,67.8108,-162.3653,AK,2012-07-03,2012-08-05,33 days
12800.0,G,Lightning,67.9378,-161.8886,AK,2012-07-03,2012-07-09,6 days
9668.0,G,Lightning,65.175,-142.6517,AK,2012-06-05,2012-08-17,73 days
15278.0,G,Lightning,65.7483,-154.2644,AK,2012-06-06,2012-07-29,53 days
4753.2,F,Lightning,67.0336,-160.2914,AK,2012-06-05,2012-06-08,3 days
3887.6,F,Lightning,66.6531,-155.7669,AK,2012-06-06,2012-07-16,40 days
6297.9,G,Lightning,67.3394,-158.5664,AK,2012-06-07,2012-06-18,11 days
3719.6,F,Lightning,65.5814,-153.5108,AK,2012-06-05,2012-06-18,13 days
22366.0,G,Lightning,64.4167,-153.7167,AK,2012-06-16,2012-08-31,76 days
24179.4,G,Lightning,66.4453,-155.2878,AK,2012-06-16,2012-08-05,50 days
47154.0,G,Lightning,64.49535,-147.32895,AK,2012-06-23,2012-11-15,145 days
7927.0,G,Lightning,65.93,-141.03,AK,2012-06-25,2012-08-18,54 days
18850.0,G,Lightning,68.9106,-155.6947,AK,2012-06-18,2012-07-02,14 days
3618.8,F,Lightning,69.1967,-155.0992,AK,2012-06-18,2012-06-26,8 days
4625.6,F,Lightning,67.8775,-160.7306,AK,2012-06-05,2012-06-18,13 days
4345.0,F,Lightning,36.2063,-113.775497,AZ,2012-07-11,2012-07-18,7 days
34200.0,G,Lightning,36.6069,-113.6819,AZ,2012-07-12,2012-08-01,20 days
7092.0,G,Lightning,33.32428,-109.79667,AZ,2012-09-25,2012-11-15,51 days
10632.0,G,Lightning,33.127028,-116.498985,CA,2012-08-13,2012-08-20,7 days
12018.0,G,Lightning,35.3419,-118.2383,CA,2012-08-10,2012-09-05,26 days
12575.0,G,Lightning,37.9028,-118.8528,CA,2012-08-08,2012-08-24,16 days
28079.0,G,Lightning,40.49494,-121.45414,CA,2012-07-23,2012-10-23,92 days
61298.0,G,Lightning,41.1389,-119.75,NV,2012-08-05,2012-08-12,7 days
315578.8,G,Lightning,40.6153,-120.1153,CA,2012-08-12,2012-10-22,71 days
3661.0,F,Lightning,41.2917,-120.4269,CA,2012-08-17,2012-09-03,17 days
27676.0,G,Lightning,40.3832,-121.8347,CA,2012-08-18,2012-09-08,21 days
5126.0,G,Lightning,40.2853,-108.395,CO,2012-08-03,2012-08-22,19 days
13920.0,G,Lightning,39.2358,-108.388,CO,2012-06-27,2012-07-12,15 days
14095.0,G,Lightning,42.87057,-115.57663,ID,2012-07-09,2012-07-10,1 days
48894.0,G,Lightning,42.61833,-116.18528,ID,2012-07-09,2012-07-19,10 days
3222.0,F,Lightning,42.17103,-115.89144,ID,2012-08-10,2012-08-13,3 days
3056.0,F,Lightning,42.4569,-113.4875,ID,2012-08-06,2012-08-16,10 days
29100.0,G,Lightning,43.049690000000005,-115.39013,ID,2012-07-09,2012-07-11,2 days
12768.0,G,Lightning,43.12659,-115.40838,ID,2012-07-11,2012-07-15,4 days
7800.0,G,Lightning,43.205,-113.2622,ID,2012-07-11,2012-07-12,1 days
8435.0,G,Lightning,43.4255,-112.8836,ID,2012-07-10,2012-07-14,4 days
23051.0,G,Lightning,43.29,-112.7497,ID,2012-07-11,2012-07-29,18 days
16613.0,G,Lightning,43.1811,-112.1361,ID,2012-07-27,2012-08-03,7 days
210874.0,G,Lightning,42.4533,-115.0253,ID,2012-07-07,2012-07-15,8 days
3028.0,F,Lightning,42.095,-115.575,ID,2012-08-16,2012-08-18,2 days
7935.0,G,Lightning,43.1397,-113.5858,ID,2012-07-08,2012-07-11,3 days
6558.0,G,Lightning,42.9411,-113.6022,ID,2012-07-13,2012-07-14,1 days
34507.0,G,Lightning,42.8228,-114.0517,ID,2012-07-22,2012-07-24,2 days
20784.0,G,Lightning,42.9089,-113.995,ID,2012-07-26,2012-07-29,3 days
140954.0,G,Lightning,42.9594,-113.7497,ID,2012-08-05,2012-08-13,8 days
40084.8,G,Lightning,46.4931,-108.2153,MT,2012-08-24,2012-10-02,39 days
22045.0,G,Lightning,46.2789,-108.6661,MT,2012-06-26,2012-10-02,98 days
3789.0,F,Lightning,45.8386,-112.3439,MT,2012-08-28,2012-08-28,0 days
82127.0,G,Lightning,45.7464,-107.1676,MT,2012-08-01,2012-08-03,2 days
12160.0,G,Lightning,47.4828,-108.1706,MT,2012-07-24,2012-08-16,23 days
3290.0,F,Lightning,47.5128,-108.0581,MT,2012-07-31,2012-08-16,16 days
7568.0,G,Lightning,45.9731,-107.0764,MT,2012-07-01,2012-07-11,10 days
6169.0,G,Lightning,45.085,-106.362,MT,2012-07-05,2012-07-07,2 days
4024.0,F,Lightning,46.1286,-106.4269,MT,2012-08-01,2012-08-14,13 days
152261.1,G,Lightning,46.1614,-106.2111,MT,2012-08-02,2012-08-18,16 days
3315.9,F,Lightning,46.09947,-104.68093,MT,2012-08-01,2012-08-02,1 days
9016.0,G,Lightning,46.1586,-106.1817,MT,2012-08-01,2012-08-14,13 days
19247.1,G,Lightning,45.1497,-105.8869,MT,2012-09-10,2012-09-15,5 days
249562.0,G,Lightning,45.66972,-106.46917,MT,2012-06-25,2012-07-27,32 days
12091.0,G,Lightning,39.905,-116.255,NV,2012-08-05,2012-08-28,23 days
31503.0,G,Lightning,39.6542,-117.4431,NV,2012-08-05,2012-08-28,23 days
7403.0,G,Lightning,40.0519,-117.5031,NV,2012-08-09,2012-08-28,19 days
3871.5,F,Lightning,39.2097,-119.2161,NV,2012-06-14,2012-06-18,4 days
13149.2,G,Lightning,41.4558,-114.4117,NV,2012-07-12,2012-07-14,2 days
4597.0,F,Lightning,40.6164,-115.6664,NV,2012-07-23,2012-07-31,8 days
42780.0,G,Lightning,41.3036,-116.5139,NV,2012-08-05,2012-08-17,12 days
7589.5,G,Lightning,41.5564,-116.2094,NV,2012-08-08,2012-08-16,8 days
9560.0,G,Lightning,41.8008,-116.1667,NV,2012-08-08,2012-08-21,13 days
4297.0,F,Lightning,41.5578,-115.38,NV,2012-08-10,2012-08-15,5 days
19323.0,G,Lightning,41.9714,-115.7361,NV,2012-08-10,2012-08-17,7 days
7300.0,G,Lightning,37.2919,-114.8114,NV,2012-07-23,2012-07-31,8 days
6057.0,G,Lightning,37.5503,-114.3375,NV,2012-08-01,2012-08-05,4 days
23680.0,G,Lightning,37.1917,-114.9092,NV,2012-08-04,2012-08-11,7 days
4246.0,F,Lightning,37.1,-114.6497,NV,2012-08-10,2012-08-16,6 days
6270.0,G,Lightning,38.0947,-114.1011,NV,2012-06-01,2012-06-10,9 days
3038.5,F,Lightning,40.9914,-117.0467,NV,2012-08-05,2012-08-06,1 days
461047.0,G,Lightning,41.9733,-118.365,OR,2012-08-05,2012-08-31,26 days
12469.0,G,Lightning,41.5,-117.6164,NV,2012-08-10,2012-08-27,17 days
36847.0,G,Lightning,41.9011,-117.8497,NV,2012-08-10,2012-08-14,4 days
5458.1,G,Lightning,41.5975,-118.2431,NV,2012-08-19,2012-08-20,1 days
160801.0,G,Lightning,42.8186,-119.175,OR,2012-07-08,2012-11-16,131 days
21546.0,G,Lightning,43.4892,-120.7569,OR,2012-07-23,2012-09-25,64 days
3200.0,F,Lightning,45.676991,-120.485589,OR,2012-07-08,2012-08-02,25 days
8309.0,G,Lightning,44.903,-120.9586,OR,2012-07-14,2012-07-28,14 days
5557.0,G,Lightning,43.817792,-119.902086,OR,2012-07-18,2012-07-28,10 days
558198.3,G,Lightning,42.391894,-117.893687,OR,2012-07-08,2012-07-30,22 days
8304.0,G,Lightning,44.1775,-117.8472,OR,2012-07-09,2012-07-17,8 days
9384.0,G,Lightning,44.086694,-117.806384,OR,2012-07-09,2012-07-17,8 days
4099.0,F,Lightning,43.945794,-117.181384,OR,2012-08-06,2012-08-09,3 days
10056.0,G,Lightning,42.07399,-117.65488700000002,OR,2012-08-10,2012-08-23,13 days
4960.0,F,Lightning,42.203694,-117.17139,OR,2012-08-10,2012-08-23,13 days
6070.0,G,Lightning,44.723697,-117.514184,OR,2012-08-19,2012-08-21,2 days
5721.0,G,Lightning,42.220490000000005,-117.86079,OR,2012-04-23,2012-04-25,2 days
12246.0,G,Lightning,44.7331,-121.7308,OR,2012-08-06,2012-10-14,69 days
7665.0,G,Lightning,43.2861,-102.9853,SD,2012-04-24,2012-04-26,2 days
28800.0,G,Lightning,43.0,-102.6903,NE,2012-08-31,2012-09-05,5 days
43639.0,G,Lightning,43.200553,-100.972733,SD,2012-07-27,2012-07-28,1 days
12998.0,G,Lightning,27.3672,-97.3564,TX,2012-07-14,2012-07-15,1 days
19778.5,G,Lightning,38.1239,-113.0097,UT,2012-07-12,2012-08-04,23 days
3067.0,F,Lightning,37.2183,-113.5581,UT,2012-08-13,2012-08-22,9 days
4358.0,F,Lightning,41.2414,-113.9558,UT,2012-07-11,2012-07-19,8 days
43660.0,G,Lightning,40.5497,-112.955,UT,2012-07-27,2012-08-06,10 days
5766.0,G,Lightning,40.433,-111.933,UT,2012-08-05,2012-08-14,9 days
22045.0,G,Lightning,40.18875,-112.55292,UT,2012-08-05,2012-08-14,9 days
3098.0,F,Lightning,40.81333,-112.47542,UT,2012-09-10,2012-09-13,3 days
5032.0,G,Lightning,37.18361,-113.825,UT,2012-08-12,2012-08-21,9 days
7221.0,G,Lightning,39.8653,-110.6936,UT,2012-06-24,2012-07-16,22 days
20049.0,G,Lightning,39.7747,-109.2197,UT,2012-06-29,2012-08-06,38 days
11299.0,G,Lightning,48.0214,-118.905,WA,2012-08-14,2012-08-24,10 days
17049.0,G,Lightning,47.912394,-119.115586,WA,2012-09-08,2012-09-18,10 days
23324.0,G,Lightning,47.515197,-118.602983,WA,2012-09-09,2012-09-15,6 days
5779.0,G,Lightning,44.99911,-106.13225,WY,2012-09-21,2012-09-30,9 days
27677.0,G,Lightning,44.44,-106.4675,WY,2012-06-25,2012-07-03,8 days
5882.0,G,Lightning,42.7459,-105.659897,WY,2012-08-10,2012-10-09,60 days
3829.0,F,Lightning,42.1861,-106.9128,WY,2012-07-21,2012-08-24,34 days
